name,surname,fullname,sex,birth date,id,id_type,phone_number
Monica,Sambi,Monica Sambi,female,1931-02-21,AX4287394,Italian passport,00393518850764
Maria,Mazzocchi,Maria Mazzocchi,female,1972-07-21,FG5223460,Italian passport,00393793570419
Caterina,Scelta,Caterina Scelta,female,1940-04-16,II5046002,Italian passport,00393513534655
Luisa,Pepe,Luisa Pepe,female,1992-08-26,PV42180WA,Italian electronic identity card,00393393889709
Anna,Silvestre,Anna Silvestre,female,1976-09-27,DK42530PN,Italian electronic identity card,00393202756769
Antonio,Belformato,Antonio Belformato,male,2016-01-03,LC5199941,Italian passport,00393773170796
Martina,Minutilli,Martina Minutilli,female,1948-08-02,JX2768816N,Italian driving license card,00393773960958
Victoire,Mantinou,Victoire Mantinou,female,1943-07-04,FC3912486,Italian passport,00393505165724
Maria Teresa,Sirtori,Maria Teresa Sirtori,female,2003-02-25,EY5246029F,Italian driving license card,00393737083041
Ciro,Esposito,Ciro Esposito,male,1985-06-20,FO8537169M,Italian driving license card,00393791561909
Eleonora,Bianchini,Eleonora Bianchini,female,1944-04-22,DO9197952N,Italian driving license card,00393777567108
Marco,Matrella,Marco Matrella,male,1994-02-09,GV2393905,Italian passport,00393793231838
Natale,Giordano,Natale Giordano,male,2000-06-26,AV4696338C,Italian driving license card,00393757922461
Luca,Berardinelli,Luca Berardinelli,male,1931-04-24,JT9736362,Italian passport,00393520505246
Caterina,Scarfato,Caterina Scarfato,female,1984-02-21,DN76615PS,Italian electronic identity card,00393701766090
Eleonora,Tosco,Eleonora Tosco,female,1949-08-05,PV4893864,Italian passport,00393710178403
Alessandro,Muntoni,Alessandro Muntoni,male,1949-07-29,CJ7630741L,Italian driving license card,00393510889947
Giovanni,Sansone,Giovanni Sansone,male,2005-03-03,AC54369KM,Italian electronic identity card,00393509861417
Michael,Saija,Michael Saija,male,2016-11-02,UY17202VP,Italian electronic identity card,00393511514161
Umberto,Conca,Umberto Conca,male,1966-08-16,HD3565850W,Italian driving license card,00393823906533
Riccardo,Rossi,Riccardo Rossi,male,1959-05-23,UE7568921V,Italian driving license card,00393534695637
Doris Viviana,Andrade Tipan,Doris Viviana Andrade Tipan,female,2014-09-30,XA86204NN,Italian electronic identity card,00393901314593
Angela,Dibiase,Angela Dibiase,female,1996-01-31,RX2906417T,Italian driving license card,00393773801273
Fernando,Martino,Fernando Martino,male,1952-10-06,NC6880254,Italian passport,00393509617906
Giovanni,Ululati,Giovanni Ululati,male,1942-02-17,SI7071273,Italian passport,00393783713132
Martina,Monterisi,Martina Monterisi,female,1950-05-27,OF36095EV,Italian electronic identity card,00393715898516
Patrizia,Puglese,Patrizia Puglese,female,1935-06-17,DD4533155,Italian passport,00393829205077
Francesco,Carnemolla,Francesco Carnemolla,male,1991-09-28,PU77502ES,Italian electronic identity card,00393777764014
Davide,David,Davide David,male,1992-10-12,JX4511424A,Italian driving license card,00393777640951
Stefania,Feliziani,Stefania Feliziani,female,1948-12-28,HF4650029,Italian passport,00393773239402
Ahmed,Gourram,Ahmed Gourram,male,2019-06-29,QK8777496D,Italian driving license card,00393773135907
Maurizio,Innocenti,Maurizio Innocenti,male,1938-08-14,AU43092RP,Italian electronic identity card,00393772141825
Chiara,Santangeli,Chiara Santangeli,female,2000-06-14,QY71889KS,Italian electronic identity card,00393776520330
Ibrahima,Diallo,Ibrahima Diallo,male,1939-01-20,JZ4807728T,Italian driving license card,00393492516745
Xabi,Franz,Xabi Franz,male,1985-08-06,LJ61848LC,Italian electronic identity card,00393929804902
Franca,Altimari,Franca Altimari,female,1963-05-23,UJ76475ID,Italian electronic identity card,00393204981416
Gigante,Rosa,Gigante Rosa,female,1987-01-26,LC4090482,Italian passport,00393773436823
Nicola,Cimmino,Nicola Cimmino,male,2019-06-09,HS80963OM,Italian electronic identity card,00393778347952
احمد,خليل,احمد خليل,male,1972-09-02,EQ9681953,Italian passport,00393777593293
Elena,Grancini,Elena Grancini,female,1945-10-28,MA6192994,Italian passport,00393778441866
Pietro,Mascaro,Pietro Mascaro,male,1942-09-15,QL78506EI,Italian electronic identity card,00393204117012
Elisabetta,Coscia,Elisabetta Coscia,female,1963-11-12,ZP1915667I,Italian driving license card,00393202644390
Nabil,Sharif,Nabil Sharif,male,2020-04-16,SQ1976111,Italian passport,00393208380974
Mario,Conventi,Mario Conventi,male,1971-04-17,LF7483726B,Italian driving license card,00393701176246
Maryana,Vynyarska,Maryana Vynyarska,female,1961-04-28,BO8053413,Italian passport,00393201515837
Gennaro,Maiello,Gennaro Maiello,male,1970-07-23,EJ8749880,Italian passport,00393534126657
Shihab,Shiha,Shihab Shiha,male,1974-06-10,ZP57736EN,Italian electronic identity card,00393783557435
Natalia,Dori,Natalia Dori,female,1990-12-20,ER7977832S,Italian driving license card,00393776501423
Gigi,Butini,Gigi Butini,male,1947-07-24,XZ9207354,Italian passport,00393783954021
Alessandra,Poli,Alessandra Poli,female,1984-06-05,WL14606KW,Italian electronic identity card,00393783571555
Maria,Ferriero,Maria Ferriero,male,2005-11-10,CO70705NK,Italian electronic identity card,00393778477645
Giuseppe,Zurlo,Giuseppe Zurlo,male,1972-06-13,RM8072731,Italian passport,00393791457375
Sara,Tempesta,Sara Tempesta,female,1934-01-18,AL8947185I,Italian driving license card,00393703181302
Angelo,Perna,Angelo Perna,male,1933-09-05,YX5884874F,Italian driving license card,00393711207270
Andrea,Crudeli,Andrea Crudeli,male,2010-04-22,FA2939160Q,Italian driving license card,00393755755059
Silvana,Silvi,Silvana Silvi,female,1972-07-07,LZ59433WU,Italian electronic identity card,00393511388932
Mario,Camboni,Mario Camboni,male,1971-12-23,BL9126152,Italian passport,00393792616501
Ernesto,Panarone,Ernesto Panarone,male,2014-09-14,RQ20854WE,Italian electronic identity card,00393783814102
Carlo,Manitta,Carlo Manitta,male,1997-03-05,FD5269586Q,Italian driving license card,00393516179542
Emanuele,Tamburrino,Emanuele Tamburrino,male,2009-02-24,IA51003XT,Italian electronic identity card,00393703296321
Giuseppe,Caponi,Giuseppe Caponi,male,1999-08-23,GB5911155,Italian passport,00393793732361
Anna Maria,Leanza,Anna Maria Leanza,female,1992-02-04,EA3869912,Italian passport,00393402451409
Marco,Napoli,Marco Napoli,male,1940-02-05,QD41484SC,Italian electronic identity card,00393403386482
Carmela,Didio,Carmela Didio,female,1996-03-05,BS5294510Q,Italian driving license card,00393793220143
Roberto,Alisena,Roberto Alisena,male,1976-03-30,ME1896437,Italian passport,00393469267712
Tina,Cinquegrana,Tina Cinquegrana,female,1944-02-16,SX45627ZI,Italian electronic identity card,00393284694700
Elis,Pirs,Elis Pirs,female,1937-01-16,FD9361779,Italian passport,00393778428675
Giulia,Gasperini,Giulia Gasperini,female,1994-07-02,HZ7593809,Italian passport,00393415494861
Davide,Verardi,Davide Verardi,male,1948-12-24,UY3745652O,Italian driving license card,00393208096841
Barbara,Fanali,Barbara Fanali,female,1979-02-11,HP4411423K,Italian driving license card,00393248580296
Ramona,Nelson,Ramona Nelson,female,1969-06-05,QH48624AH,Italian electronic identity card,00393516967928
Gianluca,Tedesco,Gianluca Tedesco,male,2008-01-29,UI5037146M,Italian driving license card,00393772257502
Patty,Pascucci,Patty Pascucci,female,1930-02-20,AM5180177,Italian passport,00393773450967
Alessandro,Casagrande,Alessandro Casagrande,male,1977-10-09,VA7456229,Italian passport,00393710348185
Rusu,Claudya,Rusu Claudya,female,1932-03-03,JZ14233VR,Italian electronic identity card,00393755493590
Josue,Palomino,Josue Palomino,male,1941-11-06,YS5741695D,Italian driving license card,00393778940494
Iury,Poggianti,Iury Poggianti,male,1931-04-15,FN1413739V,Italian driving license card,00393701228069
Marco,Sorrentino,Marco Sorrentino,male,2016-10-20,IJ84212NV,Italian electronic identity card,00393793284960
Giulio,Petracchi,Giulio Petracchi,male,1993-05-17,RW64601QZ,Italian electronic identity card,00393793649447
Gemma,Palombi,Gemma Palombi,female,1984-08-01,KP43253CS,Italian electronic identity card,00393459901753
Deborah,Pallavicini,Deborah Pallavicini,female,1944-02-06,YP4045688,Italian passport,00393710904122
Patrizia,Ruiu,Patrizia Ruiu,female,1982-04-07,CR75695LQ,Italian electronic identity card,00393779533204
Paolo,Ottaviani,Paolo Ottaviani,male,1966-02-21,JV8867067G,Italian driving license card,00393829475127
Corinne,Fatuzzo,Corinne Fatuzzo,female,1961-12-24,OS6151853,Italian passport,00393204809073
Leonardo,Vasirani,Leonardo Vasirani,male,1997-09-07,TB9882418,Italian passport,00393556077176
Antonietta,Ianniciello,Antonietta Ianniciello,female,2003-09-18,MC35223VJ,Italian electronic identity card,00393907778184
Francesco,Prezioso,Francesco Prezioso,male,1962-04-08,IZ1769382M,Italian driving license card,00393713752197
Massimo,Vivarelli,Massimo Vivarelli,male,1992-02-14,EP57696MT,Italian electronic identity card,00393362421049
Veronica,Pulito,Veronica Pulito,female,1983-05-07,VC6033677,Italian passport,00393757839644
Ginetto,Valentini,Ginetto Valentini,male,1974-08-03,LU29142AU,Italian electronic identity card,00393701463372
Cristina,Logi,Cristina Logi,female,1961-12-07,CP43958PU,Italian electronic identity card,00393357875304
Pietro,Compierchio,Pietro Compierchio,male,1973-10-31,EA6891605,Italian passport,00393791129781
Ombretta,Curastura,Ombretta Curastura,female,1992-02-02,ZF70287KK,Italian electronic identity card,00393711553712
Lorenzo,Panichi,Lorenzo Panichi,male,1994-09-15,VE34786JV,Italian electronic identity card,00393791709660
Bruna,Martelli,Bruna Martelli,female,1970-09-16,CZ63265IR,Italian electronic identity card,00393513145684
Maria,Polizzi,Maria Polizzi,female,1944-12-27,ZX2696336,Italian passport,00393778632838
Roberto,Mitico,Roberto Mitico,male,1985-03-11,NN7541796T,Italian driving license card,00393783774489
Mario,Esposito,Mario Esposito,male,1983-08-19,UR7885522N,Italian driving license card,00393793973390
Paola,Ragosta,Paola Ragosta,female,1946-03-25,QJ7150124,Italian passport,00393206655330
Loreto,Gabriele,Loreto Gabriele,male,1975-05-02,XI6997653,Italian passport,00393757547430
Martina,Sabatano,Martina Sabatano,female,1986-06-24,RB69421ZB,Italian electronic identity card,00393203361993
Mattia,Berardi,Mattia Berardi,male,2019-01-29,AD3638800,Italian passport,00393977774182
Fernando,Lodovichi,Fernando Lodovichi,male,1978-10-21,HS9814477M,Italian driving license card,00393734644071
Nicole,Acciaro,Nicole Acciaro,male,2008-01-12,UG76825OP,Italian electronic identity card,00393501709692
Rodrigo,Segura,Rodrigo Segura,male,1984-11-03,QE8803839,Italian passport,00393500936361
Gina,Di Giovanni,Gina Di Giovanni,female,1988-02-21,KK4425282R,Italian driving license card,00393233384915
Chiara,Abati,Chiara Abati,female,1985-01-05,AK8273847S,Italian driving license card,00393205961772
Kate,Arauco,Kate Arauco,female,2018-06-19,SO2770358,Italian passport,00393792260156
Francesco,Spadafora,Francesco Spadafora,male,1944-01-29,RJ4852663,Italian passport,00393834361388
Francesca,Sequi,Francesca Sequi,female,1984-11-25,IV5612173,Italian passport,00393783999031
Mat,Tia,Mat Tia,male,1986-07-11,FM1249380L,Italian driving license card,00393514646173
Mario,Todisco,Mario Todisco,male,2020-02-12,WF74449QS,Italian electronic identity card,00393792933163
Maria Domenica,Gugliotta,Maria Domenica Gugliotta,female,1970-09-05,WE95713WR,Italian electronic identity card,00393518995991
Angelo,Orsini,Angelo Orsini,male,2018-01-07,XE39433ZI,Italian electronic identity card,00393426400014
Rity,Della Valle,Rity Della Valle,female,2020-09-18,TC8406351O,Italian driving license card,00393203156500
Luca,Colombo,Luca Colombo,male,1970-08-19,DX3546856T,Italian driving license card,00393335946539
Aubin,Amani,Aubin Amani,male,1987-02-26,UH3022754,Italian passport,00393701358880
JL,Marin,JL Marin,male,2017-01-08,FX4123654,Italian passport,00393520563066
Federica,Ponchiardi,Federica Ponchiardi,female,1991-11-10,LY61422XC,Italian electronic identity card,00393783962367
Flavio,Visentini,Flavio Visentini,male,2005-06-26,AC6732936E,Italian driving license card,00393710186223
Oksana,Yavorska,Oksana Yavorska,female,1997-08-06,JK16280NC,Italian electronic identity card,00393634709491
Marilena,Garbossa,Marilena Garbossa,female,1988-01-11,HU4821530V,Italian driving license card,00393783598198
Sabina,Balsamo,Sabina Balsamo,female,1960-05-14,WS87687TN,Italian electronic identity card,00393774626268
Tania,Enghiazova,Tania Enghiazova,female,1985-01-13,NH7856991,Italian passport,00393896211908
Francesco,Montanaro,Francesco Montanaro,male,1935-10-10,MK6850240N,Italian driving license card,00393501682999
Ana,Bassani,Ana Bassani,female,2010-06-11,MH3504984,Italian passport,00393793134703
Rocco,Riccelli,Rocco Riccelli,male,2005-09-09,ET16483IK,Italian electronic identity card,00393710564585
Manuel,Giovagnoli,Manuel Giovagnoli,male,2017-01-09,ZW6548154,Italian passport,00393773566349
Adriano,Dal Prà,Adriano Dal Prà,male,1952-09-15,JJ88418OQ,Italian electronic identity card,00393710478289
Gaia,Giambalvo,Gaia Giambalvo,female,1949-07-11,TY3395488,Italian passport,00393793341685
Francesco,Kana,Francesco Kana,male,1985-03-28,XW7792497,Italian passport,00393283499907
Tersi,Campello,Tersi Campello,female,1931-03-02,HR5548988G,Italian driving license card,00393793390529
Natascia,Nigro,Natascia Nigro,female,1983-03-10,KE1053044O,Italian driving license card,00393631002096
Blerim,Ceni,Blerim Ceni,male,1989-07-07,EO62286VQ,Italian electronic identity card,00393793344318
Lia,Acito,Lia Acito,female,1955-02-28,TT11713MU,Italian electronic identity card,00393756288673
Corrado,Betella,Corrado Betella,male,1965-02-26,GG9661976,Italian passport,00393710463186
Jennifer,Cara,Jennifer Cara,female,1962-03-14,TJ4411778R,Italian driving license card,00393783475941
Simone,Puricelli,Simone Puricelli,male,1983-04-24,VK12447PA,Italian electronic identity card,00393683206012
Alessio,Landi,Alessio Landi,male,1984-12-25,FK4384362F,Italian driving license card,00393633527831
Sara,Di Benedetto,Sara Di Benedetto,female,1934-01-01,UV8830058Y,Italian driving license card,00393770415610
Anna,Fornaio,Anna Fornaio,female,1973-05-03,VH5189368F,Italian driving license card,00393701688485
Piccole Orme,Velletri,Piccole Orme Velletri,female,1933-04-01,SA2409018I,Italian driving license card,00393793455149
Andrea,Gradara,Andrea Gradara,male,1965-04-28,GW8733659,Italian passport,00393822213488
Ciuccio,Caschio,Ciuccio Caschio,male,2015-02-26,RE7590954,Italian passport,00393783920122
Samir,Driouche,Samir Driouche,male,1979-11-19,II44357XD,Italian electronic identity card,00393826042700
Antonio,Rocca,Antonio Rocca,male,2003-08-27,DK1725445T,Italian driving license card,00393792519590
Rosa,Pichierri,Rosa Pichierri,female,1942-09-29,EV2017128,Italian passport,00393756858394
Heñirá,Calderon Chiroque,Heñirá Calderon Chiroque,male,2001-08-10,TX8190623,Italian passport,00393783608937
Angela,Taurino,Angela Taurino,female,1937-09-25,GK1290174,Italian passport,00393427691004
Andrea,Barbaro,Andrea Barbaro,male,1955-09-02,XW3856698,Italian passport,00393209308269
Laura,Barbieri,Laura Barbieri,female,1982-07-09,XD5550281,Italian passport,00393365067388
Maria Antonietta,Capaldo,Maria Antonietta Capaldo,female,1989-02-01,UK2919221,Italian passport,00393777834551
Valentina,Fausti,Valentina Fausti,female,1993-04-18,CK1961608J,Italian driving license card,00393208865632
Nure,Ballouk,Nure Ballouk,male,1940-03-19,JX8929905,Italian passport,00393778318979
Titti,Hoop,Titti Hoop,female,2016-02-11,QT54479ZU,Italian electronic identity card,00393783854101
Mariangela,Romano,Mariangela Romano,female,1965-02-27,XX7297207O,Italian driving license card,00393770877330
Riccardo,Lorusso,Riccardo Lorusso,male,1971-11-24,SS9632118,Italian passport,00393777557694
Edo Lorek,Vietina,Edo Lorek Vietina,male,2017-11-16,UV9466576N,Italian driving license card,00393710422978
Kanteye,Mbayelo,Kanteye Mbayelo,male,1937-02-16,NY71952ON,Italian electronic identity card,00393701510866
Mattia,Amato,Mattia Amato,male,1965-07-12,YL8432647,Italian passport,00393783488652
Liliana,Giacone,Liliana Giacone,female,1930-01-25,AP7204324,Italian passport,00393824381292
Flora,Santoro,Flora Santoro,female,2007-04-02,JK70309QK,Italian electronic identity card,00393515393649
Francesca,Frigerio,Francesca Frigerio,female,1944-06-25,ZE4947388E,Italian driving license card,00393755182856
Francesco,Cacopardo,Francesco Cacopardo,male,1985-01-03,OL4919563,Italian passport,00393773976129
Giuseppina,Gallarato,Giuseppina Gallarato,female,1979-11-03,DW7186285B,Italian driving license card,00393500207691
Natalie,Chen,Natalie Chen,female,1948-08-09,RM40831RB,Italian electronic identity card,00393516433904
Toni,Campora,Toni Campora,male,1943-12-01,ZM73876DZ,Italian electronic identity card,00393623682106
Andrés,Flores Centeno,Andrés Flores Centeno,male,1931-10-21,QW85915VR,Italian electronic identity card,00393501653687
Mico,Mico,Mico Mico,female,1941-08-19,QV54758FI,Italian electronic identity card,00393824008834
Abid,Mahmood Waryah,Abid Mahmood Waryah,male,1994-04-09,XV43592TS,Italian electronic identity card,00393512182625
Daniele,Romano,Daniele Romano,male,2000-03-14,OS9131457,Italian passport,00393792948260
