name,surname,fullname,sex,birth date,id,id_type
احمد,خليل,احمد خليل,male,1972-09-02,EQ9681953,Italian passport
Elena,Grancini,Elena Grancini,female,1945-10-28,MA6192994,Italian passport
Pietro,Mascaro,Pietro Mascaro,male,1942-09-15,QL78506EI,Italian electronic identity card
Elisabetta,Coscia,Elisabetta Coscia,female,1963-11-12,ZP1915667I,Italian driving license card
Nabil,Sharif,Nabil Sharif,male,2020-04-16,SQ1976111,Italian passport
Mario,Conventi,Mario Conventi,male,1971-04-17,LF7483726B,Italian driving license card
Maryana,Vynyarska,Maryana Vynyarska,female,1961-04-28,BO8053413,Italian passport
Gennaro,Maiello,Gennaro Maiello,male,1970-07-23,EJ8749880,Italian passport
Shihab,Shiha,Shihab Shiha,male,1974-06-10,ZP57736EN,Italian electronic identity card
Natalia,Dori,Natalia Dori,female,1990-12-20,ER7977832S,Italian driving license card
Gigi,Butini,Gigi Butini,male,1947-07-24,XZ9207354,Italian passport
Alessandra,Poli,Alessandra Poli,female,1984-06-05,WL14606KW,Italian electronic identity card
Maria,Ferriero,Maria Ferriero,male,2005-11-10,CO70705NK,Italian electronic identity card
Giuseppe,Zurlo,Giuseppe Zurlo,male,1972-06-13,RM8072731,Italian passport
Sara,Tempesta,Sara Tempesta,female,1934-01-18,AL8947185I,Italian driving license card
Angelo,Perna,Angelo Perna,male,1933-09-05,YX5884874F,Italian driving license card
Andrea,Crudeli,Andrea Crudeli,male,2010-04-22,FA2939160Q,Italian driving license card
Silvana,Silvi,Silvana Silvi,female,1972-07-07,LZ59433WU,Italian electronic identity card
Mario,Camboni,Mario Camboni,male,1971-12-23,BL9126152,Italian passport
Ernesto,Panarone,Ernesto Panarone,male,2014-09-14,RQ20854WE,Italian electronic identity card
Carlo,Manitta,Carlo Manitta,male,1997-03-05,FD5269586Q,Italian driving license card
Emanuele,Tamburrino,Emanuele Tamburrino,male,2009-02-24,IA51003XT,Italian electronic identity card
Giuseppe,Caponi,Giuseppe Caponi,male,1999-08-23,GB5911155,Italian passport
Anna Maria,Leanza,Anna Maria Leanza,female,1992-02-04,EA3869912,Italian passport
Marco,Napoli,Marco Napoli,male,1940-02-05,QD41484SC,Italian electronic identity card
Carmela,Didio,Carmela Didio,female,1996-03-05,BS5294510Q,Italian driving license card
Roberto,Alisena,Roberto Alisena,male,1976-03-30,ME1896437,Italian passport
Tina,Cinquegrana,Tina Cinquegrana,female,1944-02-16,SX45627ZI,Italian electronic identity card
Elis,Pirs,Elis Pirs,female,1937-01-16,FD9361779,Italian passport
Giulia,Gasperini,Giulia Gasperini,female,1994-07-02,HZ7593809,Italian passport
Davide,Verardi,Davide Verardi,male,1948-12-24,UY3745652O,Italian driving license card
Barbara,Fanali,Barbara Fanali,female,1979-02-11,HP4411423K,Italian driving license card
Ramona,Nelson,Ramona Nelson,female,1969-06-05,QH48624AH,Italian electronic identity card
Gianluca,Tedesco,Gianluca Tedesco,male,2008-01-29,UI5037146M,Italian driving license card
Patty,Pascucci,Patty Pascucci,female,1930-02-20,AM5180177,Italian passport
Alessandro,Casagrande,Alessandro Casagrande,male,1977-10-09,VA7456229,Italian passport
Rusu,Claudya,Rusu Claudya,female,1932-03-03,JZ14233VR,Italian electronic identity card
Josue,Palomino,Josue Palomino,male,1941-11-06,YS5741695D,Italian driving license card
Iury,Poggianti,Iury Poggianti,male,1931-04-15,FN1413739V,Italian driving license card
Marco,Sorrentino,Marco Sorrentino,male,2016-10-20,IJ84212NV,Italian electronic identity card
Giulio,Petracchi,Giulio Petracchi,male,1993-05-17,RW64601QZ,Italian electronic identity card
Gemma,Palombi,Gemma Palombi,female,1984-08-01,KP43253CS,Italian electronic identity card
Deborah,Pallavicini,Deborah Pallavicini,female,1944-02-06,YP4045688,Italian passport
Patrizia,Ruiu,Patrizia Ruiu,female,1982-04-07,CR75695LQ,Italian electronic identity card
Paolo,Ottaviani,Paolo Ottaviani,male,1966-02-21,JV8867067G,Italian driving license card
Corinne,Fatuzzo,Corinne Fatuzzo,female,1961-12-24,OS6151853,Italian passport
Leonardo,Vasirani,Leonardo Vasirani,male,1997-09-07,TB9882418,Italian passport
Antonietta,Ianniciello,Antonietta Ianniciello,female,2003-09-18,MC35223VJ,Italian electronic identity card
Francesco,Prezioso,Francesco Prezioso,male,1962-04-08,IZ1769382M,Italian driving license card
Massimo,Vivarelli,Massimo Vivarelli,male,1992-02-14,EP57696MT,Italian electronic identity card
Veronica,Pulito,Veronica Pulito,female,1983-05-07,VC6033677,Italian passport
Ginetto,Valentini,Ginetto Valentini,male,1974-08-03,LU29142AU,Italian electronic identity card
Cristina,Logi,Cristina Logi,female,1961-12-07,CP43958PU,Italian electronic identity card
Pietro,Compierchio,Pietro Compierchio,male,1973-10-31,EA6891605,Italian passport
Ombretta,Curastura,Ombretta Curastura,female,1992-02-02,ZF70287KK,Italian electronic identity card
Lorenzo,Panichi,Lorenzo Panichi,male,1994-09-15,VE34786JV,Italian electronic identity card
Bruna,Martelli,Bruna Martelli,female,1970-09-16,CZ63265IR,Italian electronic identity card
Maria,Polizzi,Maria Polizzi,female,1944-12-27,ZX2696336,Italian passport
Roberto,Mitico,Roberto Mitico,male,1985-03-11,NN7541796T,Italian driving license card
Mario,Esposito,Mario Esposito,male,1983-08-19,UR7885522N,Italian driving license card
Paola,Ragosta,Paola Ragosta,female,1946-03-25,QJ7150124,Italian passport
Loreto,Gabriele,Loreto Gabriele,male,1975-05-02,XI6997653,Italian passport
Martina,Sabatano,Martina Sabatano,female,1986-06-24,RB69421ZB,Italian electronic identity card
Mattia,Berardi,Mattia Berardi,male,2019-01-29,AD3638800,Italian passport
Fernando,Lodovichi,Fernando Lodovichi,male,1978-10-21,HS9814477M,Italian driving license card
Nicole,Acciaro,Nicole Acciaro,male,2008-01-12,UG76825OP,Italian electronic identity card
Rodrigo,Segura,Rodrigo Segura,male,1984-11-03,QE8803839,Italian passport
Gina,Di Giovanni,Gina Di Giovanni,female,1988-02-21,KK4425282R,Italian driving license card
Chiara,Abati,Chiara Abati,female,1985-01-05,AK8273847S,Italian driving license card
Kate,Arauco,Kate Arauco,female,2018-06-19,SO2770358,Italian passport
Francesco,Spadafora,Francesco Spadafora,male,1944-01-29,RJ4852663,Italian passport
Francesca,Sequi,Francesca Sequi,female,1984-11-25,IV5612173,Italian passport
Mat,Tia,Mat Tia,male,1986-07-11,FM1249380L,Italian driving license card
Mario,Todisco,Mario Todisco,male,2020-02-12,WF74449QS,Italian electronic identity card
Maria Domenica,Gugliotta,Maria Domenica Gugliotta,female,1970-09-05,WE95713WR,Italian electronic identity card
Angelo,Orsini,Angelo Orsini,male,2018-01-07,XE39433ZI,Italian electronic identity card
Rity,Della Valle,Rity Della Valle,female,2020-09-18,TC8406351O,Italian driving license card
Luca,Colombo,Luca Colombo,male,1970-08-19,DX3546856T,Italian driving license card
Aubin,Amani,Aubin Amani,male,1987-02-26,UH3022754,Italian passport
JL,Marin,JL Marin,male,2017-01-08,FX4123654,Italian passport
Federica,Ponchiardi,Federica Ponchiardi,female,1991-11-10,LY61422XC,Italian electronic identity card
Flavio,Visentini,Flavio Visentini,male,2005-06-26,AC6732936E,Italian driving license card
Oksana,Yavorska,Oksana Yavorska,female,1997-08-06,JK16280NC,Italian electronic identity card
Marilena,Garbossa,Marilena Garbossa,female,1988-01-11,HU4821530V,Italian driving license card
Sabina,Balsamo,Sabina Balsamo,female,1960-05-14,WS87687TN,Italian electronic identity card
Tania,Enghiazova,Tania Enghiazova,female,1985-01-13,NH7856991,Italian passport
Francesco,Montanaro,Francesco Montanaro,male,1935-10-10,MK6850240N,Italian driving license card
Ana,Bassani,Ana Bassani,female,2010-06-11,MH3504984,Italian passport
Rocco,Riccelli,Rocco Riccelli,male,2005-09-09,ET16483IK,Italian electronic identity card
Manuel,Giovagnoli,Manuel Giovagnoli,male,2017-01-09,ZW6548154,Italian passport
Adriano,Dal Prà,Adriano Dal Prà,male,1952-09-15,JJ88418OQ,Italian electronic identity card
Gaia,Giambalvo,Gaia Giambalvo,female,1949-07-11,TY3395488,Italian passport
Francesco,Kana,Francesco Kana,male,1985-03-28,XW7792497,Italian passport
Tersi,Campello,Tersi Campello,female,1931-03-02,HR5548988G,Italian driving license card
Natascia,Nigro,Natascia Nigro,female,1983-03-10,KE1053044O,Italian driving license card
Blerim,Ceni,Blerim Ceni,male,1989-07-07,EO62286VQ,Italian electronic identity card
Lia,Acito,Lia Acito,female,1955-02-28,TT11713MU,Italian electronic identity card
Corrado,Betella,Corrado Betella,male,1965-02-26,GG9661976,Italian passport
Jennifer,Cara,Jennifer Cara,female,1962-03-14,TJ4411778R,Italian driving license card
Simone,Puricelli,Simone Puricelli,male,1983-04-24,VK12447PA,Italian electronic identity card
Alessio,Landi,Alessio Landi,male,1984-12-25,FK4384362F,Italian driving license card
Sara,Di Benedetto,Sara Di Benedetto,female,1934-01-01,UV8830058Y,Italian driving license card
Anna,Fornaio,Anna Fornaio,female,1973-05-03,VH5189368F,Italian driving license card
Piccole Orme,Velletri,Piccole Orme Velletri,female,1933-04-01,SA2409018I,Italian driving license card
Andrea,Gradara,Andrea Gradara,male,1965-04-28,GW8733659,Italian passport
Ciuccio,Caschio,Ciuccio Caschio,male,2015-02-26,RE7590954,Italian passport
Samir,Driouche,Samir Driouche,male,1979-11-19,II44357XD,Italian electronic identity card
Antonio,Rocca,Antonio Rocca,male,2003-08-27,DK1725445T,Italian driving license card
Rosa,Pichierri,Rosa Pichierri,female,1942-09-29,EV2017128,Italian passport
Heñirá,Calderon Chiroque,Heñirá Calderon Chiroque,male,2001-08-10,TX8190623,Italian passport
Angela,Taurino,Angela Taurino,female,1937-09-25,GK1290174,Italian passport
Andrea,Barbaro,Andrea Barbaro,male,1955-09-02,XW3856698,Italian passport
Laura,Barbieri,Laura Barbieri,female,1982-07-09,XD5550281,Italian passport
Maria Antonietta,Capaldo,Maria Antonietta Capaldo,female,1989-02-01,UK2919221,Italian passport
Valentina,Fausti,Valentina Fausti,female,1993-04-18,CK1961608J,Italian driving license card
Nure,Ballouk,Nure Ballouk,male,1940-03-19,JX8929905,Italian passport
Titti,Hoop,Titti Hoop,female,2016-02-11,QT54479ZU,Italian electronic identity card
Mariangela,Romano,Mariangela Romano,female,1965-02-27,XX7297207O,Italian driving license card
Riccardo,Lorusso,Riccardo Lorusso,male,1971-11-24,SS9632118,Italian passport
Edo Lorek,Vietina,Edo Lorek Vietina,male,2017-11-16,UV9466576N,Italian driving license card
Kanteye,Mbayelo,Kanteye Mbayelo,male,1937-02-16,NY71952ON,Italian electronic identity card
Mattia,Amato,Mattia Amato,male,1965-07-12,YL8432647,Italian passport
Liliana,Giacone,Liliana Giacone,female,1930-01-25,AP7204324,Italian passport
Flora,Santoro,Flora Santoro,female,2007-04-02,JK70309QK,Italian electronic identity card
Francesca,Frigerio,Francesca Frigerio,female,1944-06-25,ZE4947388E,Italian driving license card
Francesco,Cacopardo,Francesco Cacopardo,male,1985-01-03,OL4919563,Italian passport
Giuseppina,Gallarato,Giuseppina Gallarato,female,1979-11-03,DW7186285B,Italian driving license card
Natalie,Chen,Natalie Chen,female,1948-08-09,RM40831RB,Italian electronic identity card
Toni,Campora,Toni Campora,male,1943-12-01,ZM73876DZ,Italian electronic identity card
Andrés,Flores Centeno,Andrés Flores Centeno,male,1931-10-21,QW85915VR,Italian electronic identity card
Mico,Mico,Mico Mico,female,1941-08-19,QV54758FI,Italian electronic identity card
Abid,Mahmood Waryah,Abid Mahmood Waryah,male,1994-04-09,XV43592TS,Italian electronic identity card
Daniele,Romano,Daniele Romano,male,2000-03-14,OS9131457,Italian passport
Luigia,Michelet,Luigia Michelet,female,1962-08-03,UK6607897,Italian passport
Patrizia,Spaziani,Patrizia Spaziani,female,1954-06-15,PP82430BE,Italian electronic identity card
Rosario,Corti,Rosario Corti,male,2006-05-09,YP81873EW,Italian electronic identity card
Anabel Tra,Casera,Anabel Tra Casera,female,1938-12-20,KD75783PC,Italian electronic identity card
Teresa,Carandente,Teresa Carandente,female,1992-10-27,WA59680KK,Italian electronic identity card
Anna Rita,Salvatori,Anna Rita Salvatori,female,1978-11-12,RF6963526,Italian passport
Rita,D'Antonio,Rita D'Antonio,female,1964-08-23,IR4446841,Italian passport
Wladimira,Gargoile,Wladimira Gargoile,female,1949-03-06,JW7740307Y,Italian driving license card
Людмила,Міськевич,Людмила Міськевич,female,1933-11-01,XS8901281,Italian passport
Elisabetta,Verna,Elisabetta Verna,female,1975-02-25,PX65921ZR,Italian electronic identity card
Marian,Borelli,Marian Borelli,female,1974-10-18,OS6671033D,Italian driving license card
Enea,Pucci,Enea Pucci,male,1951-11-01,SK2964603R,Italian driving license card
Andrea,Podella,Andrea Podella,male,1966-01-05,NT6948627,Italian passport
Chantal,Imposa,Chantal Imposa,female,1986-07-05,KV21173JM,Italian electronic identity card
Gaetano,Armeni,Gaetano Armeni,male,2001-11-07,VI30278QV,Italian electronic identity card
Domingo,Paredes,Domingo Paredes,male,1954-10-30,AH6103996,Italian passport
Paola,Dragoni,Paola Dragoni,female,1942-10-18,PN1018869U,Italian driving license card
Endi,Meto,Endi Meto,male,1986-07-19,DK94638IY,Italian electronic identity card
Alfredo,Di Giorgio,Alfredo Di Giorgio,male,1963-08-01,IU8180721,Italian passport
Luca,Carroccia,Luca Carroccia,male,1938-07-24,EZ93451RE,Italian electronic identity card
Margherita,Castaldo,Margherita Castaldo,female,1991-05-06,SH5391846,Italian passport
Simin,Liang,Simin Liang,female,1973-05-18,ET8761225K,Italian driving license card
Carlo,Bonavita,Carlo Bonavita,male,1989-10-15,VY8126414L,Italian driving license card
Elena,Viju,Elena Viju,female,1957-06-21,HS9640443,Italian passport
Carlo,Neri,Carlo Neri,male,1955-10-10,AP19504RT,Italian electronic identity card
Ernest,Malaj,Ernest Malaj,male,2011-03-21,ES39603NV,Italian electronic identity card
Ciro,Giuliani,Ciro Giuliani,male,2020-11-30,HD44952SI,Italian electronic identity card
Angelo,Ferrante,Angelo Ferrante,male,1997-07-10,XE7206538P,Italian driving license card
Alberto,Marino,Alberto Marino,male,1933-09-18,FW8602650,Italian passport
Francesca,Bernardi,Francesca Bernardi,female,1994-09-30,YX39817VM,Italian electronic identity card
Carlo,Nocera,Carlo Nocera,male,1958-03-29,SD56221CS,Italian electronic identity card
Gino,Torzillo,Gino Torzillo,male,2018-10-01,IG9856796G,Italian driving license card
Stefania,Iacobelli,Stefania Iacobelli,male,1977-07-07,KV5868056M,Italian driving license card
Silvia,Bonaccini,Silvia Bonaccini,female,1973-06-30,NS4390188Q,Italian driving license card
Emily,Street,Emily Street,female,1997-05-30,WO47787HT,Italian electronic identity card
Elene,Chkharchkhalia,Elene Chkharchkhalia,female,1994-10-19,ZM1204845,Italian passport
Paolo,Lai,Paolo Lai,male,1962-02-22,KX5779439J,Italian driving license card
Gianluca,Sorrentino,Gianluca Sorrentino,male,1944-09-13,VV74155IH,Italian electronic identity card
Antonio,Artiaco,Antonio Artiaco,male,1939-07-03,YP1185708,Italian passport
Tommaso,Aquilano,Tommaso Aquilano,male,1983-04-16,KM3030010,Italian passport
Sergio,Marchiani,Sergio Marchiani,male,2011-06-08,BA5107357B,Italian driving license card
Crescenzo,Sagliano,Crescenzo Sagliano,male,1937-04-20,YR13536YA,Italian electronic identity card
Francesco,Albertini,Francesco Albertini,male,1934-11-24,GS3721831O,Italian driving license card
Norma,Libertini,Norma Libertini,female,1961-05-01,ID25380PR,Italian electronic identity card
Giusi,Grimaldi,Giusi Grimaldi,female,1966-08-12,CL68795WJ,Italian electronic identity card
Alessandro,Facchinetti,Alessandro Facchinetti,male,1963-06-29,PT11197QR,Italian electronic identity card
PieroAry,Cesarano,PieroAry Cesarano,female,1959-06-10,KI67904NV,Italian electronic identity card
Sissi,Peck,Sissi Peck,female,1934-02-07,YO9217728J,Italian driving license card
Rocco,Giandomenico,Rocco Giandomenico,male,1930-07-10,MK43165FZ,Italian electronic identity card
Angela,Zarrillo,Angela Zarrillo,female,1936-01-11,TR27380RZ,Italian electronic identity card
Franco,Rossi,Franco Rossi,male,1971-04-24,NZ2391884I,Italian driving license card
Romano,Gamberini,Romano Gamberini,male,1972-10-05,PJ8640250B,Italian driving license card
Sonia,Calloni,Sonia Calloni,female,1990-10-28,BC7301304D,Italian driving license card
Caterina,Pantea,Caterina Pantea,female,1988-03-13,DO3597243B,Italian driving license card
Jadwiga,Magdziarz,Jadwiga Magdziarz,female,1941-11-07,FH5397266,Italian passport
Elena,Vostriakova,Elena Vostriakova,female,1987-04-25,EE1415546,Italian passport
Mohamed,Ali,Mohamed Ali,male,1982-05-20,KF8309208,Italian passport
Ale,Caprani,Ale Caprani,male,1983-01-29,QW9497467Z,Italian driving license card
Bambina,Palladino,Bambina Palladino,female,1985-03-08,GT7103898,Italian passport
Marco,Bracciali,Marco Bracciali,male,1952-02-02,GL6936284,Italian passport
Barbara,Raydan,Barbara Raydan,female,1974-12-12,IJ3533908,Italian passport
Franco,Sanchez,Franco Sanchez,male,2008-11-04,CS87335ZG,Italian electronic identity card
Christopher,Smart,Christopher Smart,male,2008-06-06,AN33960VF,Italian electronic identity card
Marianna,Vestita,Marianna Vestita,female,1986-03-24,QJ8830902,Italian passport
Giovanna,Pendino,Giovanna Pendino,female,1961-03-10,ZT1811828,Italian passport
البنا,حسن,البنا حسن,male,1997-09-25,RC54283FK,Italian electronic identity card
Sergio,Coletta,Sergio Coletta,female,1967-08-26,LV62779GX,Italian electronic identity card
Massimiliano,De Lillo,Massimiliano De Lillo,male,1965-02-09,WU88896SD,Italian electronic identity card
Chiara,Gizzi,Chiara Gizzi,female,1993-05-27,CD3558444W,Italian driving license card
Letizia,Milani,Letizia Milani,female,1961-01-28,HH5103130,Italian passport
Stefano,Aresu,Stefano Aresu,male,1958-03-17,LO7857075Z,Italian driving license card
Tina,Montanari,Tina Montanari,female,1981-05-17,UD2792645,Italian passport
Laura,Ambrosini,Laura Ambrosini,female,2020-12-21,YX4748257V,Italian driving license card
Mirko,Tapparello,Mirko Tapparello,male,1970-09-28,EB1139791E,Italian driving license card
Astori,Franca,Astori Franca,female,2020-06-17,WZ4311570X,Italian driving license card
Beppe,Marchese,Beppe Marchese,male,1936-10-16,VE90593UQ,Italian electronic identity card
Antonella,Filannino,Antonella Filannino,female,1947-08-11,PG5006890,Italian passport
